Epoch,Batch,Loss,Recon,KLD
7,52,0.3266,0.2972,5.8921
7,53,0.3036,0.2738,5.9523
7,54,0.3168,0.2867,6.0178
7,55,0.3255,0.2953,6.0266
7,56,0.2982,0.2680,6.0416
7,57,0.3129,0.2819,6.1929
7,58,0.2939,0.2636,6.0506
7,59,0.3112,0.2793,6.3844
7,60,0.3142,0.2825,6.3267
7,61,0.3059,0.2746,6.2748
7,62,0.3326,0.3016,6.2088
7,63,0.3294,0.2987,6.1245
7,64,0.3241,0.2930,6.2226
7,65,0.3072,0.2760,6.2424
7,66,0.3132,0.2826,6.1087
7,67,0.3331,0.3019,6.2454
7,68,0.3142,0.2849,5.8586
7,69,0.3155,0.2848,6.1437
7,70,0.3168,0.2858,6.2097
7,71,0.3211,0.2899,6.2409
7,72,0.2883,0.2582,6.0191
7,73,0.2968,0.2662,6.1259
7,74,0.3299,0.2991,6.1545
7,75,0.2931,0.2608,6.4574
7,76,0.3097,0.2790,6.1458
7,77,0.2968,0.2668,5.9996
7,78,0.3089,0.2785,6.0982
7,79,0.3136,0.2828,6.1715
7,80,0.3208,0.2897,6.2184
7,81,0.3483,0.3170,6.2483
7,82,0.3216,0.2906,6.1871
7,83,0.3233,0.2919,6.2706
7,84,0.3110,0.2798,6.2271
7,85,0.3058,0.2740,6.3723
7,86,0.3185,0.2859,6.5116
7,87,0.3013,0.2691,6.4230
7,88,0.3147,0.2833,6.2877
7,89,0.3290,0.2977,6.2554
7,90,0.3149,0.2840,6.1799
7,91,0.3008,0.2695,6.2620
7,92,0.3385,0.3068,6.3407
7,93,0.3228,0.2913,6.2998
7,94,0.3187,0.2868,6.3910
7,95,0.3151,0.2845,6.1143
7,96,0.2984,0.2671,6.2584
7,97,0.3195,0.2885,6.2099
7,98,0.2979,0.2683,5.9244
7,99,0.3383,0.3069,6.2847
7,100,0.3503,0.3189,6.2750
7,101,0.3112,0.2803,6.1798
7,102,0.3111,0.2793,6.3584
7,103,0.2915,0.2589,6.5375
7,104,0.3088,0.2762,6.5176
7,105,0.3040,0.2717,6.4720
7,106,0.2835,0.2525,6.2069
7,107,0.3195,0.2863,6.6429
7,108,0.2853,0.2526,6.5444
7,109,0.3166,0.2847,6.3718
7,110,0.3077,0.2759,6.3448
7,111,0.3282,0.2965,6.3489
7,112,0.3336,0.3022,6.2699
7,113,0.3173,0.2866,6.1510
7,114,0.3173,0.2854,6.3717
7,115,0.3288,0.2985,6.0547
7,116,0.3302,0.2988,6.2891
7,117,0.2799,0.2490,6.1771
7,118,0.3321,0.3012,6.1770
7,119,0.2968,0.2662,6.1101
7,120,0.3015,0.2706,6.1853
7,121,0.2960,0.2648,6.2501
7,122,0.3089,0.2777,6.2340
7,123,0.3092,0.2779,6.2580
7,124,0.3205,0.2879,6.5111
7,125,0.3144,0.2818,6.5312
7,126,0.2993,0.2669,6.4706
7,127,0.3254,0.2934,6.3885
7,128,0.2997,0.2684,6.2520
7,129,0.3134,0.2807,6.5420
7,130,0.3017,0.2707,6.1985
7,131,0.3065,0.2748,6.3507
7,132,0.3079,0.2758,6.4331
7,133,0.3146,0.2836,6.2025
7,134,0.3310,0.3014,5.9157
7,135,0.3048,0.2743,6.1140
7,136,0.3307,0.3017,5.7996
7,137,0.3000,0.2713,5.7367
7,138,0.3052,0.2755,5.9408
7,139,0.2976,0.2679,5.9534
7,140,0.2955,0.2660,5.8871
7,141,0.3057,0.2764,5.8599
7,142,0.3131,0.2824,6.1447
7,143,0.3003,0.2694,6.1868
7,144,0.3190,0.2873,6.3391
7,145,0.3210,0.2885,6.4951
7,146,0.2938,0.2615,6.4593
7,147,0.3464,0.3131,6.6774
7,148,0.3326,0.2994,6.6399
7,149,0.3392,0.3069,6.4720
7,150,0.3128,0.2806,6.4279
7,151,0.3191,0.2860,6.6162
7,152,0.3289,0.2982,6.1388
7,153,0.3327,0.3009,6.3749
7,154,0.3291,0.2994,5.9568
7,155,0.2987,0.2681,6.1231
7,156,0.3141,0.2836,6.1086
7,157,0.2945,0.2647,5.9656
7,158,0.2974,0.2660,6.2834
7,159,0.3109,0.2809,5.9873
7,160,0.3125,0.2805,6.3988
7,161,0.2904,0.2596,6.1471
7,162,0.3200,0.2896,6.0825
7,163,0.3098,0.2784,6.2812
7,164,0.3098,0.2803,5.8885
7,165,0.3180,0.2873,6.1487
7,166,0.3091,0.2788,6.0580
7,167,0.2910,0.2612,5.9599
7,168,0.3227,0.2925,6.0384
7,169,0.2929,0.2625,6.0727
7,170,0.3125,0.2827,5.9722
7,171,0.3107,0.2797,6.1980
7,172,0.3010,0.2692,6.3659
7,173,0.3294,0.2994,6.0038
7,174,0.3396,0.3075,6.4249
7,175,0.3226,0.2906,6.4062
7,176,0.2761,0.2435,6.5268
7,177,0.3083,0.2742,6.8225
7,178,0.3283,0.2962,6.4054
7,179,0.3164,0.2834,6.6097
7,180,0.2942,0.2600,6.8419
7,181,0.2974,0.2659,6.2947
7,182,0.3140,0.2812,6.5589
7,183,0.3070,0.2747,6.4613
7,184,0.3266,0.2953,6.2520
7,185,0.3216,0.2896,6.3849
7,186,0.3218,0.2908,6.2105
7,187,0.3490,0.3168,6.4365
7,188,0.3114,0.2799,6.2938
7,189,0.3183,0.2859,6.4769
7,190,0.2987,0.2686,6.0266
7,191,0.3287,0.2974,6.2466
7,192,0.3116,0.2793,6.4634
7,193,0.3084,0.2760,6.4786
7,194,0.3093,0.2779,6.2889
7,195,0.3171,0.2852,6.3821
7,196,0.3073,0.2758,6.3028
7,197,0.3023,0.2709,6.2866
7,198,0.3187,0.2867,6.3961
7,199,0.3178,0.2852,6.5234
7,200,0.2906,0.2596,6.1922
7,201,0.3092,0.2773,6.3841
7,202,0.3053,0.2739,6.2677
7,203,0.3223,0.2901,6.4555
7,204,0.2974,0.2657,6.3567
7,205,0.3035,0.2714,6.4195
7,206,0.3309,0.2986,6.4547
7,207,0.3012,0.2700,6.2432
7,208,0.2872,0.2566,6.1182
7,209,0.3231,0.2920,6.2276
7,210,0.3063,0.2748,6.2951
7,211,0.3408,0.3092,6.3282
7,212,0.2891,0.2577,6.2900
7,213,0.3054,0.2747,6.1389
7,214,0.3407,0.3090,6.3462
7,215,0.3235,0.2920,6.3167
7,216,0.3023,0.2708,6.3152
7,217,0.3047,0.2741,6.1269
7,218,0.3080,0.2762,6.3497
7,219,0.3103,0.2793,6.2166
7,220,0.3370,0.3041,6.5894
7,221,0.2996,0.2673,6.4539
7,222,0.3385,0.3078,6.1530
7,223,0.2972,0.2659,6.2456
7,224,0.3162,0.2845,6.3403
7,225,0.2918,0.2597,6.4121
7,226,0.3085,0.2770,6.2926
7,227,0.2996,0.2674,6.4492
7,228,0.2934,0.2615,6.3906
7,229,0.3189,0.2857,6.6383
7,230,0.2956,0.2634,6.4431
7,231,0.3066,0.2732,6.6755
7,232,0.3078,0.2754,6.4729
7,233,0.3299,0.2965,6.6765
7,234,0.2884,0.2555,6.5722
7,235,0.2946,0.2625,6.4098
7,236,0.3278,0.2957,6.4337
7,237,0.3112,0.2788,6.4734
7,238,0.3143,0.2832,6.2255
7,239,0.3076,0.2757,6.3880
7,240,0.3131,0.2810,6.4353
7,241,0.3235,0.2917,6.3607
7,242,0.3011,0.2697,6.2708
7,243,0.3132,0.2835,5.9286
7,244,0.2924,0.2625,5.9950
7,245,0.3075,0.2758,6.3380
7,246,0.3121,0.2803,6.3666
7,247,0.3094,0.2788,6.1183
7,248,0.2906,0.2605,6.0222
7,249,0.3019,0.2704,6.3031
7,250,0.3349,0.3032,6.3452
7,251,0.3031,0.2715,6.3097
7,252,0.3375,0.3055,6.3930
7,253,0.2973,0.2660,6.2638
7,254,0.3014,0.2695,6.3957
7,255,0.3120,0.2798,6.4442
7,256,0.3112,0.2791,6.4131
7,257,0.3018,0.2700,6.3557
7,258,0.3283,0.2977,6.1318
7,259,0.3244,0.2933,6.2125
7,260,0.3203,0.2903,5.9872
7,261,0.3472,0.3154,6.3587
7,262,0.3334,0.3026,6.1542
7,263,0.3258,0.2952,6.1265
7,264,0.3030,0.2734,5.9275
7,265,0.3161,0.2852,6.1864
7,266,0.3158,0.2839,6.3826
7,267,0.3045,0.2736,6.1817
7,268,0.2901,0.2593,6.1540
7,269,0.3101,0.2781,6.3919
7,270,0.3166,0.2857,6.1915
7,271,0.3030,0.2709,6.4223
7,272,0.3265,0.2945,6.4100
7,273,0.3235,0.2916,6.3785
7,274,0.3105,0.2777,6.5682
7,275,0.2986,0.2671,6.2818
7,276,0.3255,0.2926,6.5629
7,277,0.3114,0.2799,6.3019
7,278,0.2990,0.2686,6.0758
7,279,0.3069,0.2746,6.4706
7,280,0.3136,0.2813,6.4504
7,281,0.3052,0.2728,6.4831
7,282,0.3420,0.3089,6.6170
7,283,0.3054,0.2736,6.3518
7,284,0.3147,0.2827,6.3961
7,285,0.3109,0.2772,6.7456
7,286,0.3055,0.2728,6.5425
7,287,0.3055,0.2727,6.5624
7,288,0.3252,0.2938,6.2850
7,289,0.3070,0.2751,6.3891
7,290,0.3173,0.2841,6.6464
7,291,0.2880,0.2552,6.5550
7,292,0.3163,0.2849,6.2800
7,293,0.3018,0.2681,6.7485
7,294,0.3169,0.2849,6.4109
7,295,0.3106,0.2810,5.9169
7,296,0.3183,0.2872,6.2299
7,297,0.2998,0.2686,6.2529
7,298,0.3073,0.2750,6.4577
7,299,0.3132,0.2815,6.3429
7,300,0.3353,0.3030,6.4552
7,301,0.3119,0.2809,6.2059
7,302,0.3280,0.2976,6.0743
7,303,0.3098,0.2780,6.3641
7,304,0.2983,0.2655,6.5615
7,305,0.3083,0.2762,6.4213
7,306,0.3193,0.2870,6.4580
7,307,0.3032,0.2721,6.2073
7,308,0.2830,0.2518,6.2288
7,309,0.3279,0.2963,6.3276
7,310,0.3099,0.2784,6.3120
7,311,0.3036,0.2722,6.2724
7,312,0.2858,0.2548,6.1911
7,313,0.3081,0.2778,6.0603
7,314,0.2960,0.2649,6.2309
7,315,0.3228,0.2905,6.4613
7,316,0.3123,0.2805,6.3578
7,317,0.3064,0.2760,6.0754
7,318,0.3139,0.2830,6.1687
7,319,0.3266,0.2959,6.1378
7,320,0.3112,0.2791,6.4335
7,321,0.3392,0.3076,6.3211
7,322,0.3182,0.2861,6.4174
7,323,0.2861,0.2554,6.1282
7,324,0.3222,0.2904,6.3681
7,325,0.3038,0.2717,6.4181
7,326,0.3215,0.2892,6.4688
7,327,0.3044,0.2735,6.1706
7,328,0.3274,0.2974,5.9892
7,329,0.3131,0.2817,6.2634
7,330,0.3193,0.2887,6.1304
7,331,0.3017,0.2716,6.0329
7,332,0.3161,0.2845,6.3138
7,333,0.3210,0.2891,6.3799
7,334,0.3104,0.2790,6.2852
7,335,0.3197,0.2869,6.5466
7,336,0.3140,0.2810,6.6031
7,337,0.3121,0.2788,6.6602
7,338,0.3062,0.2748,6.2789
7,339,0.3176,0.2857,6.3871
7,340,0.3116,0.2788,6.5711
7,341,0.3357,0.3051,6.1369
7,342,0.2965,0.2655,6.1882
7,343,0.3323,0.3005,6.3522
7,344,0.3181,0.2862,6.3788
7,345,0.3029,0.2707,6.4537
7,346,0.3193,0.2864,6.5822
7,347,0.2852,0.2538,6.2709
7,348,0.3204,0.2893,6.2367
7,349,0.3351,0.3034,6.3565
7,350,0.3085,0.2778,6.1319
7,351,0.3129,0.2823,6.1230
7,352,0.2928,0.2612,6.3110
7,353,0.3160,0.2842,6.3527
7,354,0.2994,0.2669,6.4914
7,355,0.2919,0.2598,6.4114
7,356,0.3066,0.2759,6.1447
7,357,0.3047,0.2745,6.0325
7,358,0.3073,0.2763,6.2011
7,359,0.3174,0.2867,6.1258
7,360,0.3039,0.2734,6.0999
7,361,0.3169,0.2855,6.2819
7,362,0.3033,0.2728,6.0995
7,363,0.2798,0.2480,6.3520
7,364,0.2899,0.2574,6.4934
7,365,0.3264,0.2946,6.3599
7,366,0.3088,0.2765,6.4526
7,367,0.3037,0.2717,6.4007
7,368,0.2925,0.2606,6.3704
7,369,0.3004,0.2683,6.4142
7,370,0.3309,0.3003,6.1269
7,371,0.3427,0.3102,6.4922
7,372,0.3011,0.2689,6.4352
7,373,0.3023,0.2716,6.1489
7,374,0.3025,0.2718,6.1494
7,375,0.3008,0.2702,6.1269
7,376,0.3171,0.2858,6.2469
7,377,0.3427,0.3111,6.3171
7,378,0.2936,0.2628,6.1541
7,379,0.3294,0.2961,6.6473
7,380,0.3176,0.2851,6.5057
7,381,0.2949,0.2639,6.1910
7,382,0.3325,0.3019,6.1203
7,383,0.3361,0.3024,6.7391
7,384,0.2981,0.2671,6.2121
7,385,0.3029,0.2706,6.4557
7,386,0.3173,0.2850,6.4664
7,387,0.3216,0.2894,6.4527
7,388,0.2971,0.2646,6.5099
7,389,0.3097,0.2774,6.4557
7,390,0.3118,0.2795,6.4645
7,391,0.3304,0.2996,6.1594
7,392,0.3183,0.2869,6.2785
7,393,0.3162,0.2849,6.2703
7,394,0.3108,0.2807,6.0126
7,395,0.3090,0.2793,5.9266
7,396,0.3190,0.2870,6.4090
7,397,0.3063,0.2738,6.5003
7,398,0.3156,0.2840,6.3136
7,399,0.3190,0.2869,6.4126
7,400,0.3076,0.2757,6.3768
7,401,0.3159,0.2845,6.2775
7,402,0.2893,0.2574,6.3918
7,403,0.3187,0.2872,6.2836
7,404,0.2940,0.2601,6.7634
7,405,0.3144,0.2822,6.4486
7,406,0.3162,0.2842,6.4115
7,407,0.3039,0.2720,6.3802
7,408,0.2969,0.2655,6.2695
7,409,0.3084,0.2759,6.4838
7,410,0.3273,0.2958,6.3131
7,411,0.2972,0.2662,6.2182
7,412,0.3054,0.2729,6.5065
7,413,0.3264,0.2940,6.4736
7,414,0.3209,0.2887,6.4346
7,415,0.3181,0.2868,6.2588
7,416,0.3202,0.2893,6.1855
7,417,0.3307,0.2986,6.4188
7,418,0.3136,0.2814,6.4424
7,419,0.3103,0.2777,6.5241
7,420,0.3025,0.2711,6.2931
7,421,0.3370,0.3041,6.5729
7,422,0.2954,0.2628,6.5230
7,423,0.2966,0.2640,6.5047
7,424,0.3025,0.2705,6.4163
7,425,0.3454,0.3123,6.6092
7,426,0.3439,0.3117,6.4431
7,427,0.3194,0.2868,6.5205
7,428,0.3007,0.2687,6.4011
7,429,0.2915,0.2586,6.5792
7,430,0.2949,0.2623,6.5149
7,431,0.3169,0.2844,6.4980
7,432,0.3234,0.2915,6.3797
7,433,0.3186,0.2869,6.3329
7,434,0.2949,0.2619,6.5954
7,435,0.3006,0.2697,6.1812
7,436,0.3377,0.3050,6.5426
7,437,0.3001,0.2685,6.3065
7,438,0.3180,0.2877,6.0538
7,439,0.3237,0.2923,6.2792
7,440,0.3101,0.2785,6.3109
7,441,0.2794,0.2487,6.1315
7,442,0.3114,0.2803,6.2204
7,443,0.3132,0.2816,6.3167
7,444,0.3199,0.2884,6.2949
7,445,0.2920,0.2619,6.0125
7,446,0.3281,0.2966,6.2983
7,447,0.3324,0.3009,6.2935
7,448,0.3012,0.2695,6.3366
7,449,0.2897,0.2577,6.4104
7,450,0.3310,0.2985,6.5128
7,451,0.3251,0.2933,6.3562
7,452,0.2796,0.2479,6.3284
7,453,0.3142,0.2818,6.4616
7,454,0.3001,0.2684,6.3337
7,455,0.3021,0.2710,6.2356
7,456,0.3235,0.2924,6.2198
7,457,0.2828,0.2512,6.3055
7,458,0.3050,0.2729,6.4072
7,459,0.3040,0.2728,6.2366
7,460,0.3345,0.3024,6.4103
7,461,0.3094,0.2770,6.4783
7,462,0.2906,0.2586,6.4012
7,463,0.3368,0.3047,6.4117
7,464,0.3238,0.2933,6.1042
7,465,0.3160,0.2828,6.6359
7,466,0.3054,0.2736,6.3607
7,467,0.3160,0.2856,6.0856
7,468,0.3027,0.2712,6.2911
7,469,0.3105,0.2783,6.4397
7,470,0.2984,0.2668,6.3306
7,471,0.3253,0.2928,6.4984
7,472,0.2912,0.2596,6.3265
7,473,0.2980,0.2677,6.0582
7,474,0.3206,0.2882,6.4697
7,475,0.2947,0.2648,5.9833
7,476,0.3334,0.3016,6.3563
7,477,0.2999,0.2680,6.3800
7,478,0.3154,0.2821,6.6632
7,479,0.2946,0.2622,6.4773
7,480,0.3212,0.2900,6.2258
7,481,0.3027,0.2712,6.3014
7,482,0.3284,0.2959,6.5022
7,483,0.3082,0.2765,6.3363
7,484,0.3173,0.2850,6.4662
7,485,0.2993,0.2693,5.9996
7,486,0.2941,0.2622,6.3792
7,487,0.2952,0.2636,6.3178
7,488,0.3042,0.2721,6.4110
7,489,0.2843,0.2533,6.2045
7,490,0.3143,0.2829,6.2979
7,491,0.3314,0.2988,6.5204
7,492,0.3002,0.2681,6.4204
7,493,0.3069,0.2744,6.4868
7,494,0.3302,0.2974,6.5739
7,495,0.3060,0.2726,6.6798
7,496,0.2885,0.2562,6.4479
7,497,0.3260,0.2940,6.3945
7,498,0.3198,0.2875,6.4719
7,499,0.2800,0.2477,6.4555
7,500,0.3150,0.2828,6.4384
7,501,0.3187,0.2871,6.3005
7,502,0.2968,0.2660,6.1754
7,503,0.2962,0.2648,6.2879
7,504,0.3190,0.2879,6.2138
7,505,0.3054,0.2745,6.1791
7,506,0.2966,0.2653,6.2578
7,507,0.3014,0.2704,6.2189
7,508,0.3302,0.2990,6.2487
7,509,0.3015,0.2688,6.5500
7,510,0.2989,0.2683,6.1173
7,511,0.3348,0.3031,6.3482
7,512,0.3060,0.2752,6.1663
7,513,0.3107,0.2797,6.2141
7,514,0.2851,0.2538,6.2692
7,515,0.2935,0.2620,6.2885
7,516,0.3070,0.2753,6.3322
7,517,0.3276,0.2951,6.5112
7,518,0.3103,0.2781,6.4380
7,519,0.2950,0.2627,6.4560
7,520,0.3000,0.2686,6.2866
7,521,0.3001,0.2687,6.2963
7,522,0.3119,0.2795,6.4804
7,523,0.3049,0.2719,6.5957
7,524,0.3027,0.2712,6.2987
7,525,0.3079,0.2759,6.3873
7,526,0.3050,0.2729,6.4242
7,527,0.3154,0.2832,6.4493
7,528,0.2979,0.2654,6.5004
7,529,0.3143,0.2796,6.9327
7,530,0.3137,0.2815,6.4562
7,531,0.3194,0.2884,6.2107
7,532,0.3076,0.2760,6.3289
7,533,0.2995,0.2669,6.5242
7,534,0.2962,0.2646,6.3110
7,535,0.3086,0.2763,6.4550
7,536,0.3093,0.2783,6.1946
7,537,0.3206,0.2889,6.3518
7,538,0.3179,0.2858,6.4169
7,539,0.2742,0.2436,6.1299
7,540,0.2878,0.2555,6.4480
7,541,0.3061,0.2746,6.3066
7,542,0.2914,0.2602,6.2227
7,543,0.3061,0.2736,6.5094
7,544,0.2958,0.2653,6.0975
7,545,0.2935,0.2617,6.3597
7,546,0.3430,0.3108,6.4500
7,547,0.3148,0.2837,6.2307
7,548,0.3238,0.2918,6.4155
7,549,0.3062,0.2741,6.4135
7,550,0.2932,0.2623,6.1817
7,551,0.3119,0.2803,6.3291
7,552,0.3000,0.2683,6.3443
7,553,0.3136,0.2814,6.4477
7,554,0.2911,0.2593,6.3577
7,555,0.3089,0.2768,6.4082
7,556,0.3012,0.2697,6.3017
7,557,0.3293,0.2970,6.4644
7,558,0.3246,0.2928,6.3669
7,559,0.3109,0.2796,6.2645
7,560,0.3163,0.2835,6.5634
7,561,0.3111,0.2781,6.6125
7,562,0.3011,0.2683,6.5688
7,563,0.3130,0.2812,6.3570
7,564,0.2801,0.2485,6.3219
7,565,0.3317,0.2996,6.4282
7,566,0.3227,0.2904,6.4663
7,567,0.3279,0.2964,6.3069
7,568,0.2998,0.2677,6.4145
7,569,0.3234,0.2908,6.5135
7,570,0.2856,0.2534,6.4503
7,571,0.2929,0.2600,6.5803
7,572,0.3101,0.2781,6.3958
7,573,0.2913,0.2605,6.1660
7,574,0.2754,0.2440,6.2792
7,575,0.3244,0.2928,6.3171
7,576,0.3280,0.2969,6.2200
7,577,0.3183,0.2862,6.4166
7,578,0.3007,0.2692,6.3023
7,579,0.3055,0.2741,6.2856
7,580,0.2827,0.2508,6.3815
7,581,0.3321,0.2998,6.4505
7,582,0.3237,0.2917,6.4014
7,583,0.2966,0.2639,6.5537
7,584,0.3261,0.2926,6.7086
7,585,0.2941,0.2615,6.5061
7,586,0.2941,0.2623,6.3532
7,587,0.3044,0.2720,6.4940
7,588,0.2849,0.2527,6.4312
7,589,0.3208,0.2891,6.3459
7,590,0.3189,0.2881,6.1588
7,591,0.3077,0.2742,6.6887
7,592,0.3139,0.2828,6.2185
7,593,0.2938,0.2625,6.2567
7,594,0.3038,0.2732,6.1296
7,595,0.3244,0.2934,6.2056
7,596,0.2945,0.2643,6.0489
7,597,0.3223,0.2900,6.4559
7,598,0.2942,0.2624,6.3627
7,599,0.2986,0.2658,6.5676
7,600,0.3175,0.2856,6.3906
7,601,0.2841,0.2511,6.6057
7,602,0.3054,0.2717,6.7439
7,603,0.2981,0.2658,6.4732
7,604,0.3162,0.2826,6.7111
7,605,0.3003,0.2671,6.6330
7,606,0.3022,0.2689,6.6617
7,607,0.3236,0.2915,6.4213
7,608,0.3355,0.3027,6.5554
7,609,0.3002,0.2682,6.4059
7,610,0.3075,0.2756,6.3830
7,611,0.3045,0.2730,6.2935
7,612,0.3075,0.2745,6.5878
7,613,0.2953,0.2635,6.3583
7,614,0.3325,0.3008,6.3355
7,615,0.3023,0.2721,6.0419
7,616,0.3220,0.2901,6.3807
7,617,0.2972,0.2650,6.4392
7,618,0.3150,0.2839,6.2377
7,619,0.3119,0.2799,6.4036
7,620,0.3048,0.2729,6.3718
7,621,0.3121,0.2801,6.4126
7,622,0.3194,0.2855,6.7727
7,623,0.3081,0.2759,6.4292
7,624,0.2945,0.2621,6.4776
7,625,0.3198,0.2880,6.3607
7,626,0.2969,0.2657,6.2546
7,627,0.3210,0.2884,6.5093
7,628,0.3119,0.2794,6.5039
7,629,0.3149,0.2833,6.3299
7,630,0.2923,0.2596,6.5423
7,631,0.3281,0.2968,6.2674
7,632,0.3117,0.2779,6.7480
7,633,0.3087,0.2755,6.6488
7,634,0.3252,0.2937,6.3143
7,635,0.3051,0.2730,6.4231
7,636,0.2921,0.2592,6.5856
7,637,0.2913,0.2582,6.6292
7,638,0.2965,0.2645,6.3900
7,639,0.2958,0.2639,6.3796
7,640,0.3137,0.2810,6.5379
7,641,0.2988,0.2669,6.3823
7,642,0.3242,0.2920,6.4493
7,643,0.3269,0.2949,6.3996
7,644,0.3064,0.2754,6.1925
7,645,0.3180,0.2868,6.2327
7,646,0.2934,0.2622,6.2458
7,647,0.3253,0.2932,6.4117
7,648,0.2900,0.2592,6.1548
7,649,0.3196,0.2880,6.3288
7,650,0.3207,0.2892,6.3006
7,651,0.3158,0.2829,6.5824
7,652,0.3264,0.2951,6.2491
7,653,0.3034,0.2717,6.3354
7,654,0.3130,0.2820,6.1914
7,655,0.3272,0.2951,6.4257
7,656,0.2629,0.2318,6.2026
7,657,0.3168,0.2841,6.5338
7,658,0.2991,0.2668,6.4682
8,0,0.2989,0.2660,6.5812
8,1,0.3183,0.2861,6.4429
8,2,0.3273,0.2942,6.6079
8,3,0.3122,0.2782,6.7949
8,4,0.2919,0.2587,6.6339
8,5,0.2822,0.2498,6.4716
8,6,0.2861,0.2535,6.5162
8,7,0.3085,0.2758,6.5260
8,8,0.3036,0.2724,6.2386
8,9,0.3028,0.2701,6.5462
8,10,0.3072,0.2756,6.3238
8,11,0.3149,0.2832,6.3553
8,12,0.2978,0.2655,6.4635
8,13,0.3031,0.2703,6.5690
8,14,0.3079,0.2761,6.3658
8,15,0.2924,0.2591,6.6746
8,16,0.3013,0.2687,6.5327
8,17,0.2846,0.2519,6.5481
8,18,0.2949,0.2628,6.4059
8,19,0.2812,0.2476,6.7114
8,20,0.3128,0.2798,6.6088
8,21,0.3161,0.2852,6.1905
8,22,0.3029,0.2705,6.4853
8,23,0.3080,0.2760,6.4119
8,24,0.2927,0.2599,6.5754
8,25,0.2650,0.2327,6.4603
8,26,0.3166,0.2849,6.3341
8,27,0.2788,0.2479,6.1797
8,28,0.2948,0.2642,6.1223
8,29,0.3026,0.2705,6.4196
8,30,0.3091,0.2785,6.1304
8,31,0.2899,0.2590,6.1786
8,32,0.3223,0.2914,6.1792
8,33,0.3051,0.2745,6.1215
8,34,0.3278,0.2959,6.3796
8,35,0.2795,0.2473,6.4303
8,36,0.2922,0.2618,6.0818
8,37,0.3133,0.2817,6.3228
8,38,0.3056,0.2730,6.5189
8,39,0.3018,0.2673,6.8994
8,40,0.3196,0.2878,6.3638
8,41,0.2930,0.2577,7.0637
8,42,0.3097,0.2757,6.8132
8,43,0.2791,0.2468,6.4601
8,44,0.3246,0.2919,6.5411
8,45,0.3145,0.2818,6.5540
8,46,0.3068,0.2738,6.5909
8,47,0.3162,0.2831,6.6119
8,48,0.2886,0.2570,6.3047
8,49,0.3134,0.2820,6.2702
8,50,0.3115,0.2799,6.3323
8,51,0.3160,0.2842,6.3641
8,52,0.3084,0.2760,6.4908
8,53,0.3012,0.2698,6.2853
8,54,0.3073,0.2748,6.4899
8,55,0.3360,0.3050,6.2042
8,56,0.2922,0.2625,5.9341
8,57,0.3141,0.2826,6.3114
8,58,0.2913,0.2597,6.3287
8,59,0.3066,0.2752,6.2789
8,60,0.3144,0.2818,6.5153
8,61,0.2942,0.2622,6.4169
8,62,0.2914,0.2580,6.6672
8,63,0.3221,0.2892,6.5738
8,64,0.3078,0.2753,6.5018
8,65,0.2932,0.2624,6.1593
8,66,0.3069,0.2740,6.5769
8,67,0.2909,0.2579,6.6057
8,68,0.2925,0.2598,6.5381
8,69,0.2947,0.2631,6.3351
8,70,0.2981,0.2664,6.3463
8,71,0.3022,0.2721,6.0208
8,72,0.2914,0.2595,6.3922
8,73,0.2901,0.2586,6.3088
8,74,0.3131,0.2821,6.1936
8,75,0.2829,0.2527,6.0371
8,76,0.2879,0.2585,5.8774
8,77,0.2981,0.2675,6.1272
8,78,0.3025,0.2718,6.1534
8,79,0.2784,0.2472,6.2297
8,80,0.2860,0.2551,6.1956
8,81,0.2904,0.2606,5.9603
8,82,0.3088,0.2758,6.5939
8,83,0.2760,0.2434,6.5308
8,84,0.3076,0.2745,6.6228
8,85,0.3031,0.2707,6.4777
8,86,0.2986,0.2650,6.7363
8,87,0.3073,0.2746,6.5311
8,88,0.3016,0.2682,6.6894
8,89,0.3161,0.2826,6.6955
8,90,0.2928,0.2602,6.5076
8,91,0.3139,0.2811,6.5569
8,92,0.3104,0.2764,6.7868
8,93,0.3199,0.2881,6.3663
8,94,0.3132,0.2796,6.7246
8,95,0.3026,0.2699,6.5488
8,96,0.2868,0.2548,6.4057
8,97,0.3018,0.2705,6.2538
8,98,0.3045,0.2735,6.1990
8,99,0.2975,0.2670,6.0808
8,100,0.2820,0.2488,6.6447
8,101,0.3025,0.2714,6.2159
8,102,0.2842,0.2543,5.9840
8,103,0.3156,0.2825,6.6162
8,104,0.2831,0.2507,6.4737
8,105,0.3017,0.2687,6.5947
8,106,0.2934,0.2612,6.4357
8,107,0.2912,0.2589,6.4563
8,108,0.2995,0.2670,6.4855
8,109,0.3002,0.2676,6.5290
8,110,0.3213,0.2886,6.5494
8,111,0.3226,0.2886,6.7950
8,112,0.2932,0.2611,6.4124
8,113,0.2994,0.2679,6.3022
8,114,0.3275,0.2951,6.4834
8,115,0.3192,0.2870,6.4503
8,116,0.2810,0.2482,6.5601
8,117,0.3074,0.2765,6.1787
8,118,0.2851,0.2542,6.1890
8,119,0.3083,0.2763,6.4153
8,120,0.2958,0.2642,6.3299
8,121,0.3024,0.2701,6.4737
8,122,0.3184,0.2872,6.2435
8,123,0.2922,0.2589,6.6504
8,124,0.3084,0.2751,6.6666
8,125,0.3037,0.2715,6.4323
8,126,0.3031,0.2712,6.3788
8,127,0.3128,0.2800,6.5629
